8.327008038759231567e-02	1.111228540539741516e-01	2.351116538047790527e-01	-1.447493880987167358e-01	5.035395920276641846e-02	1.859888583421707153e-01	1.106877997517585754e-02	1.063839532434940338e-02	-4.885823652148246765e-02	1.094445362687110901e-01	2.414602041244506836e-02	2.137714028358459473e-01	9.742789715528488159e-02	-2.528720498085021973e-01	-3.985776752233505249e-02	2.546522021293640137e-01	6.029741093516349792e-02	-2.423602640628814697e-01	6.974179297685623169e-02	1.298226118087768555e-01	-9.205418080091476440e-02	2.144627869129180908e-01	6.418087054044008255e-03	-8.986425399780273438e-02	2.964209318161010742e-01	-1.522721946239471436e-01	2.290263622999191284e-01	1.425549238920211792e-01	2.525157853960990906e-02	2.474102824926376343e-01	1.231306344270706177e-01	-2.450720593333244324e-02	1.156100258231163025e-01	-2.577257400844246149e-04	1.483809296041727066e-02	-1.122138872742652893e-01	1.061295345425605774e-01	2.574385404586791992e-01	5.473864451050758362e-02	-2.539719641208648682e-01	1.830736398696899414e-01	9.125070273876190186e-02	7.931450009346008301e-02	-4.376865178346633911e-02	5.136204510927200317e-02	2.019353397190570831e-02	-1.325215026736259460e-02	4.723364859819412231e-02	-7.937680929899215698e-02	1.596044600009918213e-01
-2.287156730890274048e-01	9.604147076606750488e-02	1.695983260869979858e-01	-1.119633689522743225e-01	6.356129050254821777e-02	2.617646753787994385e-01	1.952262371778488159e-01	1.066821999847888947e-02	-1.342764496803283691e-01	-5.325092375278472900e-02	1.640828251838684082e-01	1.478939056396484375e-01	1.013440713286399841e-01	1.547448337078094482e-02	-1.576995663344860077e-02	1.575559973716735840e-01	1.142622679471969604e-01	-3.129273653030395508e-01	-8.526670187711715698e-02	2.148040235042572021e-01	-1.602918356657028198e-01	2.116268426179885864e-01	-8.951577357947826385e-03	-1.915156543254852295e-01	2.616525292396545410e-01	-1.736940741539001465e-01	5.048757046461105347e-02	1.605174094438552856e-01	5.274947732686996460e-03	2.166850566864013672e-01	1.069770008325576782e-01	1.258231699466705322e-01	7.631141692399978638e-02	-5.321414209902286530e-03	-6.118304282426834106e-02	-1.754807233810424805e-01	1.751464232802391052e-02	2.883346378803253174e-01	1.319928467273712158e-02	-8.929867297410964966e-03	6.613570451736450195e-02	-4.304917529225349426e-02	8.512686938047409058e-02	-3.518603742122650146e-02	7.620337605476379395e-02	6.265126168727874756e-02	4.232632368803024292e-02	8.522880077362060547e-02	1.935845911502838135e-01	-1.150752380490303040e-01
-1.634141504764556885e-01	5.363204330205917358e-02	2.039598524570465088e-01	-1.265380829572677612e-01	4.991019144654273987e-02	2.647533416748046875e-01	2.345156967639923096e-01	3.161791712045669556e-02	-1.065686941146850586e-01	-5.628021899610757828e-03	1.155087724328041077e-01	1.631788164377212524e-01	5.298661813139915466e-02	2.751262485980987549e-02	-4.823233000934123993e-03	2.031604945659637451e-01	1.395665556192398071e-01	-3.033568859100341797e-01	-9.176914393901824951e-02	2.140772491693496704e-01	-1.486004441976547241e-01	2.460500448942184448e-01	-2.797384187579154968e-02	-1.620391309261322021e-01	2.695069909095764160e-01	-1.472183763980865479e-01	9.999603778123855591e-02	1.642538607120513916e-01	7.822839170694351196e-02	2.189121544361114502e-01	1.175468489527702332e-01	1.158787012100219727e-01	2.236959757283329964e-03	-1.014983728528022766e-01	5.260516889393329620e-03	-1.565191894769668579e-01	6.658051162958145142e-02	2.503199279308319092e-01	2.245303429663181305e-02	-8.433401584625244141e-02	6.918156892061233521e-02	6.341709941625595093e-02	9.509600698947906494e-02	-4.409344866871833801e-02	6.578440964221954346e-02	4.309181123971939087e-02	1.096116658300161362e-02	1.088341176509857178e-01	1.858295053243637085e-01	-1.341472417116165161e-01
-2.050481140613555908e-01	1.143611669540405273e-01	2.262953817844390869e-01	-1.127894595265388489e-01	1.451836228370666504e-01	1.617985665798187256e-01	2.292461246252059937e-01	-6.068177148699760437e-02	7.601056713610887527e-03	-1.080919429659843445e-01	1.668832153081893921e-01	1.745550781488418579e-01	1.539147645235061646e-01	-9.290824085474014282e-02	5.993852857500314713e-03	2.157455831766128540e-01	7.962980121374130249e-02	-2.444267272949218750e-01	-7.807301729917526245e-02	1.129053682088851929e-01	-1.508455276489257812e-01	2.421690523624420166e-01	-1.840177364647388458e-02	-1.804801225662231445e-01	3.183221220970153809e-01	-1.508194506168365479e-01	9.660250693559646606e-02	9.582387655973434448e-02	6.523682177066802979e-02	2.491239309310913086e-01	2.335407584905624390e-02	1.245760843157768250e-01	9.858901798725128174e-02	-4.339475929737091064e-02	-1.792716048657894135e-02	-1.091557145118713379e-01	1.491734199225902557e-02	2.881991267204284668e-01	1.245446950197219849e-01	-2.511367574334144592e-02	8.353675156831741333e-02	-1.056982204318046570e-01	8.996149152517318726e-02	-2.298245392739772797e-02	8.033873140811920166e-02	5.549661070108413696e-02	1.072532385587692261e-01	1.049671545624732971e-01	1.049719974398612976e-01	-1.056670024991035461e-01
-8.283664286136627197e-02	3.423932194709777832e-02	2.331485301256179810e-01	-8.813006430864334106e-02	4.899521172046661377e-02	2.970469594001770020e-01	2.592158317565917969e-01	1.185472682118415833e-02	-2.144126221537590027e-02	-1.806063763797283173e-02	7.000566273927688599e-02	1.458325088024139404e-01	-2.308742702007293701e-02	1.121229529380798340e-01	1.952023431658744812e-02	2.933986783027648926e-01	1.562376618385314941e-01	-2.511614561080932617e-01	-1.730673462152481079e-01	6.194049492478370667e-02	-3.679893538355827332e-02	2.077599614858627319e-01	-4.157415404915809631e-02	-1.696067452430725098e-01	3.163287341594696045e-01	-6.602291017770767212e-02	8.203863352537155151e-02	1.175666004419326782e-01	-1.427702754735946655e-01	1.774146109819412231e-01	-6.596805900335311890e-02	1.225709356367588043e-02	-2.515006996691226959e-02	-1.612668186426162720e-01	6.450007855892181396e-02	-2.400627285242080688e-01	4.993410548195242882e-04	2.676348388195037842e-01	8.912403881549835205e-02	-6.454864144325256348e-02	8.999999612569808960e-02	6.223469972610473633e-02	4.523301124572753906e-02	-8.785039186477661133e-02	1.755105517804622650e-02	-1.259405910968780518e-01	1.170064657926559448e-01	6.144838780164718628e-02	-3.999051824212074280e-02	-1.964100152254104614e-01
9.257314354181289673e-02	2.236424535512924194e-01	3.402850925922393799e-01	-1.108476892113685608e-01	3.936005383729934692e-02	1.147658973932266235e-01	1.940548270940780640e-01	-1.204773411154747009e-01	-9.738795459270477295e-03	-5.996778234839439392e-02	3.721598163247108459e-02	2.562838792800903320e-01	8.302699774503707886e-02	1.162320841103792191e-02	1.303592920303344727e-01	7.974106818437576294e-02	8.041600696742534637e-03	-1.597975045442581177e-01	7.885464280843734741e-02	3.479951992630958557e-02	-4.928194731473922729e-02	1.343005597591400146e-01	-3.164605796337127686e-02	-2.195461392402648926e-01	2.470336407423019409e-01	-2.847661375999450684e-01	1.224730908870697021e-01	8.300486952066421509e-02	7.336288690567016602e-02	2.399618364870548248e-02	2.159885764122009277e-01	-4.814280662685632706e-03	8.895801752805709839e-02	1.248582527041435242e-01	-2.724575437605381012e-02	-1.515400856733322144e-01	1.036981865763664246e-01	1.207609102129936218e-01	1.813945919275283813e-01	-1.753610074520111084e-01	1.948342472314834595e-01	1.228283271193504333e-01	1.987020373344421387e-01	9.629745781421661377e-02	1.332848984748125076e-02	1.910736709833145142e-01	1.054578274488449097e-02	1.762926280498504639e-01	1.410965174436569214e-01	1.330488920211791992e-02
-3.552581369876861572e-02	1.062995865941047668e-01	1.961782872676849365e-01	-1.099598854780197144e-01	1.342864334583282471e-01	3.085227310657501221e-01	1.977438628673553467e-01	6.054780259728431702e-02	-6.415259093046188354e-02	-2.353416197001934052e-02	9.773270040750503540e-02	2.028708755970001221e-01	-8.141694962978363037e-02	9.744381159543991089e-02	4.773899167776107788e-02	1.664798259735107422e-01	1.539094895124435425e-01	-2.590177357196807861e-01	-1.357453018426895142e-01	4.395635053515434265e-02	-9.128728508949279785e-02	2.544687688350677490e-01	-2.047272166237235069e-03	-1.965562999248504639e-01	3.123297691345214844e-01	-2.719464898109436035e-02	2.318324334919452667e-02	1.059281975030899048e-01	-1.026880368590354919e-01	1.379102468490600586e-01	1.794893890619277954e-01	9.323187917470932007e-02	7.746269553899765015e-02	-7.325825840234756470e-02	6.441594660282135010e-02	-2.936345636844635010e-01	1.408784538507461548e-01	2.509860694408416748e-01	6.553615629673004150e-02	-1.425924897193908691e-01	4.750091955065727234e-02	1.191541105508804321e-01	3.590546920895576477e-02	-4.508789256215095520e-02	-1.127239316701889038e-02	-5.112493783235549927e-02	6.766096502542495728e-02	8.758679777383804321e-02	4.487504437565803528e-02	-1.732245832681655884e-01
-1.499556601047515869e-01	7.113358378410339355e-02	2.227592468261718750e-01	-9.113768488168716431e-02	9.232720732688903809e-02	2.977665364742279053e-01	1.745477020740509033e-01	-2.623926475644111633e-02	2.398673631250858307e-02	-8.958438783884048462e-02	8.197152614593505859e-02	1.765520125627517700e-01	-3.328860923647880554e-02	1.280589848756790161e-01	5.269096419215202332e-02	2.716188132762908936e-01	8.958049118518829346e-02	-1.782486140727996826e-01	-1.745695769786834717e-01	2.325713634490966797e-03	-7.721750444034114480e-05	8.618138730525970459e-02	-1.308947894722223282e-02	-1.645028293132781982e-01	3.532556593418121338e-01	-7.750902324914932251e-02	5.373157933354377747e-02	1.365647614002227783e-01	-1.620433032512664795e-01	1.223943531513214111e-01	-1.668670400977134705e-02	-8.778126537799835205e-02	6.692434847354888916e-02	-1.495976299047470093e-01	-4.035072773694992065e-02	-3.434455692768096924e-01	-9.297294542193412781e-03	2.505056560039520264e-01	1.455639898777008057e-01	-1.057310216128826141e-02	3.443279489874839783e-02	-2.964277565479278564e-02	7.836204022169113159e-02	-1.870011091232299805e-01	4.511145129799842834e-02	-5.156295374035835266e-02	1.809825152158737183e-01	-3.998893499374389648e-02	-5.111332237720489502e-02	-1.540140658617019653e-01
-1.782742738723754883e-01	1.059629991650581360e-01	1.900536715984344482e-01	-1.094330381602048874e-02	-9.103341400623321533e-02	2.956205606460571289e-01	1.375102847814559937e-01	-1.763082891702651978e-01	-3.335138410329818726e-02	-9.890430420637130737e-02	-7.262648083269596100e-03	5.885572731494903564e-02	3.378636762499809265e-02	1.393617838621139526e-01	3.900423273444175720e-02	-9.258454293012619019e-02	9.567541629076004028e-02	-1.021228432655334473e-01	-1.218799222260713577e-02	6.474575400352478027e-02	-6.164366006851196289e-02	2.255272716283798218e-01	-5.161409825086593628e-02	-1.813540011644363403e-01	5.784875154495239258e-02	-2.122636139392852783e-01	2.835780084133148193e-01	-6.242939084768295288e-02	2.745163510553538799e-04	1.444751471281051636e-01	2.182375937700271606e-01	1.420810222625732422e-01	7.095540314912796021e-02	4.303885996341705322e-02	2.277354151010513306e-01	-2.952198386192321777e-01	1.432380676269531250e-01	1.434905678033828735e-01	1.432515680789947510e-01	-6.910794973373413086e-02	2.360964659601449966e-03	-7.322771474719047546e-03	1.316016167402267456e-01	-2.789880521595478058e-02	1.209373250603675842e-01	1.922033727169036865e-01	9.072660654783248901e-02	2.395145595073699951e-01	1.054223701357841492e-01	-1.890004426240921021e-01
3.257914679124951363e-03	5.414029210805892944e-02	2.565767765045166016e-01	-1.380787789821624756e-01	6.024925038218498230e-03	1.404060572385787964e-01	1.123060286045074463e-01	-7.187347114086151123e-02	-2.858181856572628021e-02	-1.460073590278625488e-01	7.040270417928695679e-02	2.277021259069442749e-01	3.532611206173896790e-02	-8.992303162813186646e-03	8.556357026100158691e-02	-3.811590000987052917e-02	-6.437776982784271240e-02	-1.486828923225402832e-01	2.326232381165027618e-02	3.659953176975250244e-02	-8.793815970420837402e-02	1.468848139047622681e-01	-7.779378443956375122e-02	-1.712077707052230835e-01	3.251056969165802002e-01	-2.768743038177490234e-01	9.930570423603057861e-02	2.470248937606811523e-02	2.105015665292739868e-01	1.599329896271228790e-02	2.754035890102386475e-01	5.843367055058479309e-02	1.066252291202545166e-01	1.756832599639892578e-01	-1.197001412510871887e-01	-2.135697007179260254e-01	1.487409323453903198e-01	1.586854457855224609e-01	1.924454867839813232e-01	-2.227495461702346802e-01	1.175165399909019470e-01	9.757318347692489624e-02	7.898529618978500366e-02	1.113423109054565430e-01	9.417621791362762451e-02	2.002010792493820190e-01	-1.967133767902851105e-02	1.314845234155654907e-01	1.711088567972183228e-01	-4.616922140121459961e-02
